30596.4	15226.3	35415.1	16081.2	
38892.1	17686.1	42908.8	35272.7	
51099	30063.8	42883.3	48648	
15749.6	27616.3	38735.2	28600.8	
3320.86	15225	38950.4	15214.1	
13794.2	15634	34614.3	18110.8	
42274.9	22701.3	48144	27565.4	
51002.2	22401.5	49919.4	40186.3	
60126.2	39773.7	60044	50225.6	
28345.8	24404.2	51582.3	20111.3	
24680.9	22957.2	37135.5	41871.9	
13499	23655.5	17003.4	45143	
17333.5	31924.5	14777.9	48210.2	
53591.8	67207.5	12985.7	86006.1	
47959.7	63186	15240.2	75902.2	
27958.6	25044.2	8750.68	16224.4	
29574.4	25259.8	7457.08	18186.1	
18834.2	20739.8	26271.3	19646.5	
13842.2	16035.3	36169.2	29727	
12988.1	3463.75	20706.7	10797.2	
12171.4	28095.4	7871.88	41078.2	
14485.1	18795.8	11936.1	15399.1	
23215.5	10477.8	11565.9	14543.5	
66622.4	24030.3	9930.33	39852.4	
36932.7	32149.3	23282	34961.9	
50537	30811.5	23488	30539.7	
22435.9	25942.4	16311.6	31680.8	
29459.5	38185.2	7174.65	46232.9	
44748.3	27769	11955.5	36410.7	
14250.2	25214.6	7580.83	21118.3	
27229.7	27263.1	95190.4	43558	
65754.1	42169.2	98298.1	62444.4	
41228.7	24154.7	66006.2	34641.4	
37246.5	33715.3	54204.2	33515.7	
27535.7	33843.9	47852.4	21942.2	
37818.6	25556.6	53255.4	29952.9	
45280.6	42217.6	51910.6	40461.1	
32812.7	32254.8	47593.3	26369.8	
35443.4	34202	49071.4	23561.7	
34617.3	33190.4	46226.8	22979.2	
56613.3	58065.3	58395.9	55309.6	
59485.1	60088.8	60655.1	55965.9	
66642.3	66372.5	66881.3	62107.6	
68765	68837.8	69215.4	66283.6	
72551	72361.2	72570.7	70236.4	
74931.3	74614	74903.3	71926.2	
75158.2	74955.6	75126.4	72828.2	
77725.4	77565.2	77975.6	75141.6	
78006.8	77722.9	78067	75519.9	
77205.2	77737.7	78183.6	74853.1	
29398	35415.4	36455.1	28495.2	
41125	42497.3	42908.9	36960.5	
41048.9	40824.9	41166.6	36613.3	
44601.4	45303.1	45503.4	41628.2	
30821.6	30887.9	30953.1	27955.8	
23702.3	25381.8	25650.1	21526.6	
30197.8	31610.7	32442	27823.6	
34883.1	34884	36297	30077.7	
40320.6	38965.7	40971.3	34882.5	
42223.6	41733.4	42243.5	39046.3	
43055.1	44017.4	44971.4	40763.4	
43986.3	44185.5	44943.4	41120.8	
42231.2	44491.3	45247.2	41982.3	
43950.5	45041.9	45603.4	42775.9	
43467.3	45289.8	45603.4	42650	
44478.4	44832.9	45603.4	42461.9	
41939.9	42464.3	43351.8	39562.3	
42572.9	40896.7	42856.9	34675.7	
41780.1	41888.3	42856.9	37957.5	
41916.5	41261.7	42481.3	35033.7	
89489.4	95078.2	95529.7	90964.7	
93911.8	95151.1	95529.7	91495.4	
95365.7	95035.2	95529.7	91374.8	
91161.3	92057	92678.3	86967	
92672	92183.3	92678.3	88655.9	
97370.4	97200.1	97454	94081.2	
91455.6	91214.5	91539.5	87612.4	
89746.7	89855.2	90080.5	86135.4	
91998.8	91741.1	92055.9	88546.5	
85312.1	90348.2	91230.9	85648.2	
3161.2	331.355	361.675	2698.36	
1647.29	1613.92	1709.28	1379.42	
1188.12	1100.23	1165.13	1398.86	
11669.2	11320	11636.2	7423.92	
15920.5	15864.5	16068.9	13441.2	
33049.7	43964.4	77153.7	21374.5	
