30668.8	15296.3	35505.8	16129.6	
39000.6	17737.2	43033.3	35368.5	
51243.2	30147.7	43006.8	48784.4	
15782.1	27692.7	38837.3	28680.6	
3349.71	15260.2	39037.7	15249.5	
13844.8	15682.2	34694.7	18165	
42370.4	22755	48249.6	27629	
51109.9	22451.3	50025.9	40265.8	
60252.3	39857.5	60172.4	50326.7	
28432.8	24466.2	51707.3	20164	
24762.8	23029.6	37218.8	42009	
13497.5	23716.1	17055	45263.3	
17395.8	32024.6	14829.8	48369.3	
53726.3	67382.4	13027.7	86235.9	
48094.8	63349.3	15282.5	76119.3	
28039.5	25113.1	8773.33	16283	
29666.4	25371	7500.29	18256.2	
18858.4	20784.6	26342.6	19673.2	
13861.9	16075	36273	29819.6	
13034.2	3462.54	20773.2	10831.7	
12222.5	28175	7897.63	41194.7	
14498.2	18848.7	11975.9	15433.6	
23261.3	10504.2	11600.2	14556	
66856.2	24064.5	9969.22	39884.7	
37005.4	32230.5	23363.1	35061.2	
50588.5	30837.6	23554.1	30552.6	
22384.1	25942.6	16358.3	31695	
29484.6	38299.5	7195.24	46366.2	
44894.2	27840.7	11982.1	36508.1	
14298.7	25282.8	7597.48	21179.9	
27298.3	27349.7	95462.2	43693.1	
65914.4	42280.2	98552.3	62611.3	
41378.8	24287.2	66192.6	34773.9	
37398.2	33878.3	54375.2	33657.4	
27632.8	34008.4	48028	22048.9	
37921.8	25634.4	53422.3	30032.8	
45405.9	42332	52056.8	40569.5	
32903.4	32341.2	47717.4	26440.8	
35539.5	34291.2	49197.8	23621.7	
34711	33278	46347	23043.1	
56822.6	58276.7	58607.3	55518.7	
59683.5	60288.3	60855.2	56160	
66850.4	66580.3	67090.2	62305.3	
68974.2	69047.1	69425.7	66486.7	
72765.4	72575.1	72785.2	70444.8	
75156.8	74838.5	75128.7	72143.6	
75385.6	75182.2	75353.7	73047.4	
77955.7	77795	78206.8	75363.9	
78227.5	77942.6	78287.9	75732.7	
77419.3	77952.8	78399.9	75060	
29471.5	35505.1	36547.8	28564.7	
41233.5	42609.6	43022.3	37057.7	
41152.7	40928.2	41270.8	36704.7	
44722.3	45425.6	45626.4	41740.8	
30906.6	30973.2	31038.6	28033.3	
23777.6	25461.7	25730.9	21594.9	
30289.7	31707.4	32541.7	27907.9	
34986.6	34987	36404.5	30166.1	
40441.5	39082.5	41094.7	34987.1	
42349.3	41857.5	42369.3	39162.7	
43218.3	44185.6	45143	40922.3	
44154.1	44354.1	45114.9	41282.3	
42394.2	44661.4	45420.6	42148.4	
44120	45214.8	45778.4	42944.6	
43635.3	45463.4	45778.4	42818.8	
44648.8	45004.4	45778.4	42629.1	
42105.2	42631.9	43522.6	39722.8	
42740.8	41057	43026.3	34812.3	
41945.6	42054.2	43026.3	38112.3	
42071.6	41414.5	42638.4	35163.6	
89740	95339.1	95792.1	91213.3	
94168.9	95412.2	95792.1	91745.4	
95627.7	95296	95792.1	91624.8	
91408.7	92307	92930.1	87202.1	
92923.9	92433.8	92930.1	88896	
97639.3	97468.4	97723.2	94341	
91699.8	91457.9	91783.9	87845.5	
89988.2	90096.9	90322.8	86366.8	
92249.3	91990.9	92306.6	88786.7	
85538.6	90591.7	91477.1	85877.6	
3172.41	333.423	363.92	2706.02	
1654.87	1621.4	1717.16	1385.88	
1193.49	1105.28	1170.37	1403.68	
11710.4	11360	11677.2	7451.57	
15976.8	15920.6	16125.8	13490.2	
33150.2	44093	77384.6	21434.6	
26641.3	28504.4	93205.2	11441.9	
35665.1	45050.1	109189	19495.6	
74623.2	81940.3	142110	50507.6	
43971.9	46094.2	63515.2	27423	
19954.7	23327.9	23711.4	20115	
22799.1	21907.2	22769.9	20733.7	
22201.4	21974.1	22525.7	20238.7	
21638.6	22090.8	23058.8	19441.9	
24109.7	23240.1	24379.2	20583.6	
23482.2	23180.5	23575.1	21354.2	
23080	22886.8	23659.7	20852.6	
22476.2	22451.8	24297.2	19616.4	
23845.6	23096.5	24120.2	20841	
23417.2	23074.3	24144.9	21446.1	
40659.6	38886.2	41854.7	38678.2	
34230	35929.2	39820.4	35681	
33648.4	34927.8	38472.6	34112.8	
39498.6	36820.8	40774.5	36598.3	
34996.1	33902.3	37804.8	33515.3	
30628.1	31429.2	38482.9	30689.9	
27287.4	28042.5	34734.8	28045.9	
24544.2	25635.2	32331.4	26080.1	
29268.5	21443.9	28153.8	26036.2	
34069.6	32574.6	28782.3	32725.7	
11220.4	18029.9	24899.9	9140.73	
12401.9	11884.4	18562.4	4725.2	
8479.13	15029.2	20324	7962.4	
19769.3	16741.6	21039.3	15796.4	
21520.5	18971.1	21610.3	17237.8	
20865.6	20784.2	21718.1	18556.9	
19331.7	21069.5	25754.9	17750.7	
21540.7	25663.7	30905.5	20442.2	
17309	22385.7	32710.6	13345.9	
15041.1	19128.9	33441	10166.8	
13056.2	8659.29	40439.1	9328.75	
7894.26	6399.39	37216.1	9158.37	
50780.1	13350	23480.5	47968	
41341.5	37465.4	22747.7	63968.5	
15183.8	7128.62	23414.1	26850.3	
15358.8	11367.9	27493.5	12977.6	
18626.5	57111.2	19499.5	38879.2	
77451	52636.5	21949.7	78901.2	
143961	82083.4	25538.4	175594	
92397.1	119872	37563.5	155080	
25780.9	27811.6	31658.6	25395.9	
31040.6	33216.7	43890.9	28142.5	
32984.8	29873.5	50128.7	26268.9	
48731.6	40739.3	70296.1	39538.1	
50942.8	39524.8	72025.5	44354.9	
73428.1	45300.5	77628.3	64702	
77013.6	60008.9	77891.6	72906.9	
73851.4	69822.1	76250.4	70744.4	
68451.8	64616.6	73733.7	62436.5	
71632.6	68839.5	71486.4	67788.9	
40127.9	55894.8	70983.5	63022.3	
24657.9	35034.1	52104.6	42533.6	
46371.2	36864.9	56323.9	45513.3	
52833.5	43824.1	63753.3	53573	
51907.3	46972.2	67461.8	56377.5	
60697.6	48727.7	69191.3	58330	
73867.6	60728.2	72216.9	70201.2	
63571.7	57413.4	72697.9	65677.1	
58563.8	57254.8	75881.7	63060.4	
49333.7	52865	74644.8	57622.9	
29423.7	30278	34385.9	30965.6	
28065	29409.7	33522.6	29274.8	
32239.2	31143.7	33718.4	30873	
27632.1	29982.6	36982.1	29754.9	
30754.3	27891	36160.8	29776.2	
28344.6	24784.6	32393	27295	
30157.6	28159.3	31793.9	29568.4	
30782.7	29739.8	33035.6	30221.1	
28779.2	27550.5	30258.8	27861.8	
29400.9	30027.7	32415.7	29715.7	
37474.8	53015.7	76273.3	55230	
71462.1	63702	105684	63611	
66280.9	60467.3	102999	62544.5	
75513.7	61936.1	104516	69665.4	
51189	55605.6	86008.3	58765.8	
57455.6	51445.6	75285.4	60611.8	
21923.4	16343.5	36436.7	25900.3	
19844.4	24788.3	46547.2	29858.9	
35921.6	19946.8	53337.3	38792.5	
61618	39543.7	76768.2	70134.8	
20766.7	32503.4	49906	34796.1	
9419.39	24539.6	45834.8	26098.4	
21882.6	21140	41028.2	25867.7	
33479.9	27128.2	38345	33174.7	
30516.4	27742.5	39651.7	28710.8	
26345.1	24191.3	36684.3	23383.4	
28240.7	25464.6	39499.5	24894.6	
28304.8	24179.4	37573.8	24412.4	
23498.2	19792	27501.3	18955.6	
14427.4	10969.3	15788.9	11815.2	
16775.3	14238.3	35859.1	20283.1	
11693.1	13974.4	32963	18082.7	
30374.7	15092.9	34690.6	27185.7	
13071.6	13555.8	29537.3	18238.1	
10603.1	10044.3	25157.4	13842.6	
18238.9	11693.8	25122	15627.5	
17393.2	15552.7	26803.6	18747.4	
10946	10543.6	22178.1	13320.2	
10837.6	11124	21323	10915.3	
26674.1	15319.1	22363.6	24090.9	
24213.1	24202.6	29790.1	27118.7	
10486.6	18006.9	21986.4	14010.2	
9422.68	17238.4	21129.1	12924	
13133.8	18550.9	22995.4	13532	
9009.73	12446.9	17184.9	6809.1	
14661	16910.7	21052.8	10157.7	
11320.7	12657.6	16388.7	6387.83	
12236.9	12774.1	15721.4	6289.88	
10319.9	10701.1	13643.7	4593.06	
10177.6	10397	12732.8	4747.54	
