8996.49	4816.41	18913.7	6998.67	
14103.3	7429.59	19239.2	12508.4	
22044.4	12672.8	19114.6	18863	
4571.21	10624.6	17416.8	8034.11	
815.367	6336.75	21202.1	2096.89	
3498.72	1329.1	17395.2	6214.23	
25499.1	13596.7	33048.7	12150.6	
37353.2	14216.4	34984.6	25054.7	
42473.1	27220.6	45368.6	33324.2	
20564.4	23251.9	50006.6	17584.7	
885.473	2968.12	17641.8	27526.2	
5664.68	17756.7	9713.37	37258.7	
12260.2	25039.4	7554.5	40989	
42397.4	53206.2	8579.51	73752.8	
42276.3	55426	11743	70543.7	
22227.6	19484.7	7485.15	14497.6	
23226.6	17977.6	4104.22	16520	
10105.7	10814.5	23974	5330.02	
2239.23	13130.7	31610.5	13312.9	
11213.1	1885.83	18383.4	8276.81	
1340.12	19602.9	5297.17	35864.2	
10362.9	13705	9409.05	13130.4	
16532.2	9037.15	10232	4491.51	
54883.3	11102.7	7915.95	29375.1	
29660.4	23644.3	20549.4	26765.6	
20850.2	7857.71	18493.5	618.515	
5709.4	5752.17	13205	16276.2	
23578.8	37166.2	4878.13	45136	
40101	27395.3	10508.7	35766.7	
12639.4	24886.8	6628.38	20848.2	
17175.5	16363.1	59892.6	22712	
43346.8	27728.2	67541.5	34181.6	
27313.4	8367.31	45858.5	17861.2	
19444.3	4069.19	34891.7	12697.9	
19365.4	1380.29	28973.9	7962.69	
29666	18996.1	37949.8	20586.2	
37227	34681.3	42144.7	31885.3	
27788.4	27065.4	40783.4	20298.5	
32188.4	31131.4	45743.5	19100.7	
32319.6	31077.6	43924	19954.5	
27738.9	29050.6	29410.4	24998.2	
30828.9	31393.3	31886.1	26548.6	
35254.7	35098.2	35519.6	30222.3	
36829.2	36812.7	37170.2	33439	
39479.3	39284.6	39499.7	36367	
40964.3	40677.5	40937.2	37319.3	
40847.5	40630.3	40817	37668.5	
42594.8	42392.2	42747.6	39488.4	
45252.1	44995.6	45299.1	42414.2	
46019.5	46415.1	46692.8	43279.7	
13290.4	21180.1	21905.8	14331	
26022.6	27040.5	27372.7	21206.9	
26337.4	26135.7	26414.7	21501.3	
27659.9	28153.2	28303.8	23774.7	
18868.3	18942	18980.6	15114.3	
14363.5	15279	15452.6	11054	
18056	18882.6	19465	14961.3	
20880.3	20808.5	21725.8	15553	
24066.1	23245.3	24486.6	18989.3	
25172.3	24873.5	25189.6	21282.5	
21741.5	28488.7	29170.9	24325.5	
25396.1	28575.5	29146.5	24487.4	
27110.3	28826.2	29466	25516	
28622.4	29374.4	29817.8	26379.5	
28456	29559.4	29817.8	25802	
28912.4	29091.4	29817.8	25874.4	
27204.4	27524	28264.6	23840.3	
27704.2	26560.5	27857.2	21302	
26992.4	27047.9	27857.2	22699.7	
27866.3	27535.2	28329.3	21780.1	
86500	92901.2	93319.8	88791.4	
91818.3	92968.6	93319.8	89355.4	
93149.1	92862.3	93319.8	89224.8	
89315.9	90195.4	90803.7	85153.3	
90796.9	90304.9	90803.7	86819.5	
94785.3	94638.6	94869.3	91539.2	
89461.1	89243.4	89544.6	85615	
87861.6	87965.2	88176.8	84288.7	
90201.5	89935	90254.3	86767.2	
83800.3	88660	89534.3	83997.4	
3212.1	265.61	290.821	2652.77	
1409.1	1377.08	1461.2	1182.97	
940.712	860.516	923.798	1293.65	
9600.13	9307.88	9577.39	5652.19	
13274.2	13238.3	13403.3	10616.7	
31884.4	42502.1	74146.3	20484.3	
26156.5	27633.3	91064.2	10589.5	
32650	42106.3	98222	16422.5	
72400.9	79463.1	133571	49363.2	
42374.1	44499.9	60815.8	26351.9	
15958.2	19563.1	19908.1	15990.8	
19194.5	18454.2	19169	17072.2	
18692.2	18542.7	19007.7	16588.3	
18119.6	18600.1	19534.7	15744.4	
20587.3	19749.1	20855.5	16911.1	
19964.4	19675.7	20069.6	17576.8	
19656.3	19459.6	20263.9	17147.6	
19171.8	19155.8	21188.3	15914.1	
20567.4	19798.4	20872.2	17283.9	
20014.6	19667.7	20811.9	17904	
18512.1	20017.8	21353.4	17759.6	
17759.3	18662.6	20458	16470	
17537.3	18331.1	20010	16093.8	
20519	19247.4	21148.6	17603.1	
17672.2	17236.8	19195.1	15531.7	
15220.2	15763.4	19326.3	13624.6	
13590.7	13996	17468.7	12664.4	
12375.7	12849.6	16345.5	11604.6	
15091.9	11042.1	14538.9	12121.8	
17475.2	16741.5	14916	15508	
2881.99	16286.4	22583.1	7655.96	
